"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Weekday"	"Weekday Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	Births
	"2017"	"2017"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	94
"Total"	"2017"	"2017"	"April"	"4"	"Thursday"	"5"			2642
	"2017"	"2017"	"April"	"4"	"Friday"	"6"	"Single"	"1"	2648
	"2017"	"2017"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	102
"Total"	"2017"	"2017"	"April"	"4"	"Friday"	"6"			2750
	"2017"	"2017"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	2458
	"2017"	"2017"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	80
"Total"	"2017"	"2017"	"April"	"4"	"Saturday"	"7"			2541
"Total"	"2017"	"2017"	"April"	"4"					18288
	"2017"	"2017"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	1854
	"2017"	"2017"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	41
"Total"	"2017"	"2017"	"May"	"5"	"Sunday"	"1"			1897
	"2017"	"2017"	"May"	"5"	"Monday"	"2"	"Single"	"1"	2898
	"2017"	"2017"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	88
"Total"	"2017"	"2017"	"May"	"5"	"Monday"	"2"			2986
	"2017"	"2017"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	3245
	"2017"	"2017"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	125
"Total"	"2017"	"2017"	"May"	"5"	"Tuesday"	"3"			3373
	"2017"	"2017"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	3337
	"2017"	"2017"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	128
"Total"	"2017"	"2017"	"May"	"5"	"Wednesday"	"4"			3468
	"2017"	"2017"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	2652
	"2017"	"2017"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	108
"Total"	"2017"	"2017"	"May"	"5"	"Thursday"	"5"			2763
	"2017"	"2017"	"May"	"5"	"Friday"	"6"	"Single"	"1"	2651
	"2017"	"2017"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	107
"Total"	"2017"	"2017"	"May"	"5"	"Friday"	"6"			2758
	"2017"	"2017"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	1962
	"2017"	"2017"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	36
"Total"	"2017"	"2017"	"May"	"5"	"Saturday"	"7"			2004
"Total"	"2017"	"2017"	"May"	"5"					19249
	"2017"	"2017"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	1861
	"2017"	"2017"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	39
"Total"	"2017"	"2017"	"June"	"6"	"Sunday"	"1"			1900
	"2017"	"2017"	"June"	"6"	"Monday"	"2"	"Single"	"1"	2562
	"2017"	"2017"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	117
"Total"	"2017"	"2017"	"June"	"6"	"Monday"	"2"			2679
	"2017"	"2017"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	2750
	"2017"	"2017"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	107
"Total"	"2017"	"2017"	"June"	"6"	"Tuesday"	"3"			2863
	"2017"	"2017"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	2668
	"2017"	"2017"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	131
"Total"	"2017"	"2017"	"June"	"6"	"Wednesday"	"4"			2805
	"2017"	"2017"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	3311
	"2017"	"2017"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	146
"Total"	"2017"	"2017"	"June"	"6"	"Thursday"	"5"			3463
	"2017"	"2017"	"June"	"6"	"Friday"	"6"	"Single"	"1"	3463
	"2017"	"2017"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	139
"Total"	"2017"	"2017"	"June"	"6"	"Friday"	"6"			3611
	"2017"	"2017"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2127
	"2017"	"2017"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	47
"Total"	"2017"	"2017"	"June"	"6"	"Saturday"	"7"			2177
"Total"	"2017"	"2017"	"June"	"6"					19498
	"2017"	"2017"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	2283
	"2017"	"2017"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	71
"Total"	"2017"	"2017"	"July"	"7"	"Sunday"	"1"			2360
	"2017"	"2017"	"July"	"7"	"Monday"	"2"	"Single"	"1"	3264
	"2017"	"2017"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	143
"Total"	"2017"	"2017"	"July"	"7"	"Monday"	"2"			3410
	"2017"	"2017"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	2733
	"2017"	"2017"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	97
"Total"	"2017"	"2017"	"July"	"7"	"Tuesday"	"3"			2833
	"2017"	"2017"	"July"	"7"	"Wednesday"	"4"	"Single"	"1"	2802
	"2017"	"2017"	"July"	"7"	"Wednesday"	"4"	"Twin"	"2"	118
"Total"	"2017"	"2017"	"July"	"7"	"Wednesday"	"4"			2930
	"2017"	"2017"	"July"	"7"	"Thursday"	"5"	"Single"	"1"	2781
	"2017"	"2017"	"July"	"7"	"Thursday"	"5"	"Twin"	"2"	118
"Total"	"2017"	"2017"	"July"	"7"	"Thursday"	"5"			2904
	"2017"	"2017"	"July"	"7"	"Friday"	"6"	"Single"	"1"	2866
	"2017"	"2017"	"July"	"7"	"Friday"	"6"	"Twin"	"2"	123
"Total"	"2017"	"2017"	"July"	"7"	"Friday"	"6"			2992
	"2017"	"2017"	"July"	"7"	"Saturday"	"7"	"Single"	"1"	2748
	"2017"	"2017"	"July"	"7"	"Saturday"	"7"	"Twin"	"2"	89
"Total"	"2017"	"2017"	"July"	"7"	"Saturday"	"7"			2837
"Total"	"2017"	"2017"	"July"	"7"					20266
	"2017"	"2017"	"August"	"8"	"Sunday"	"1"	"Single"	"1"	1855
	"2017"	"2017"	"August"	"8"	"Sunday"	"1"	"Twin"	"2"	67
"Total"	"2017"	"2017"	"August"	"8"	"Sunday"	"1"			1922
	"2017"	"2017"	"August"	"8"	"Monday"	"2"	"Single"	"1"	2602
	"2017"	"2017"	"August"	"8"	"Monday"	"2"	"Twin"	"2"	105
"Total"	"2017"	"2017"	"August"	"8"	"Monday"	"2"			2707
	"2017"	"2017"	"August"	"8"	"Tuesday"	"3"	"Single"	"1"	3440
	"2017"	"2017"	"August"	"8"	"Tuesday"	"3"	"Twin"	"2"	125
"Total"	"2017"	"2017"	"August"	"8"	"Tuesday"	"3"			3571
	"2017"	"2017"	"August"	"8"	"Wednesday"	"4"	"Single"	"1"	3503
	"2017"	"2017"	"August"	"8"	"Wednesday"	"4"	"Twin"	"2"	128
"Total"	"2017"	"2017"	"August"	"8"	"Wednesday"	"4"			3634
	"2017"	"2017"	"August"	"8"	"Thursday"	"5"	"Single"	"1"	3457
	"2017"	"2017"	"August"	"8"	"Thursday"	"5"	"Twin"	"2"	140
"Total"	"2017"	"2017"	"August"	"8"	"Thursday"	"5"			3603
	"2017"	"2017"	"August"	"8"	"Friday"	"6"	"Single"	"1"	2792
	"2017"	"2017"	"August"	"8"	"Friday"	"6"	"Twin"	"2"	114
"Total"	"2017"	"2017"	"August"	"8"	"Friday"	"6"			2912
	"2017"	"2017"	"August"	"8"	"Saturday"	"7"	"Single"	"1"	2113
	"2017"	"2017"	"August"	"8"	"Saturday"	"7"	"Twin"	"2"	46
"Total"	"2017"	"2017"	"August"	"8"	"Saturday"	"7"			2162
"Total"	"2017"	"2017"	"August"	"8"					20511
	"2017"	"2017"	"September"	"9"	"Sunday"	"1"	"Single"	"1"	1937
	"2017"	"2017"	"September"	"9"	"Sunday"	"1"	"Twin"	"2"	57
"Total"	"2017"	"2017"	"September"	"9"	"Sunday"	"1"			1998
	"2017"	"2017"	"September"	"9"	"Monday"	"2"	"Single"	"1"	2476
	"2017"	"2017"	"September"	"9"	"Monday"	"2"	"Twin"	"2"	52
"Total"	"2017"	"2017"	"September"	"9"	"Monday"	"2"			2531
	"2017"	"2017"	"September"	"9"	"Tuesday"	"3"	"Single"	"1"	2810
	"2017"	"2017"	"September"	"9"	"Tuesday"	"3"	"Twin"	"2"	132
"Total"	"2017"	"2017"	"September"	"9"	"Tuesday"	"3"			2942
	"2017"	"2017"	"September"	"9"	"Wednesday"	"4"	"Single"	"1"	2763
	"2017"	"2017"	"September"	"9"	"Wednesday"	"4"	"Twin"	"2"	115
"Total"	"2017"	"2017"	"September"	"9"	"Wednesday"	"4"			2884
	"2017"	"2017"	"September"	"9"	"Thursday"	"5"	"Single"	"1"	2879
	"2017"	"2017"	"September"	"9"	"Thursday"	"5"	"Twin"	"2"	115
"Total"	"2017"	"2017"	"September"	"9"	"Thursday"	"5"			2994
	"2017"	"2017"	"September"	"9"	"Friday"	"6"	"Single"	"1"	3528
	"2017"	"2017"	"September"	"9"	"Friday"	"6"	"Twin"	"2"	144
"Total"	"2017"	"2017"	"September"	"9"	"Friday"	"6"			3672
	"2017"	"2017"	"September"	"9"	"Saturday"	"7"	"Single"	"1"	2707
	"2017"	"2017"	"September"	"9"	"Saturday"	"7"	"Twin"	"2"	112
"Total"	"2017"	"2017"	"September"	"9"	"Saturday"	"7"			2822
"Total"	"2017"	"2017"	"September"	"9"					19843
	"2017"	"2017"	"October"	"10"	"Sunday"	"1"	"Single"	"1"	2314
	"2017"	"2017"	"October"	"10"	"Sunday"	"1"	"Twin"	"2"	83
"Total"	"2017"	"2017"	"October"	"10"	"Sunday"	"1"			2400
	"2017"	"2017"	"October"	"10"	"Monday"	"2"	"Single"	"1"	3185
	"2017"	"2017"	"October"	"10"	"Monday"	"2"	"Twin"	"2"	130
"Total"	"2017"	"2017"	"October"	"10"	"Monday"	"2"			3324
	"2017"	"2017"	"October"	"10"	"Tuesday"	"3"	"Single"	"1"	3363
	"2017"	"2017"	"October"	"10"	"Tuesday"	"3"	"Twin"	"2"	120
"Total"	"2017"	"2017"	"October"	"10"	"Tuesday"	"3"			3483
	"2017"	"2017"	"October"	"10"	"Wednesday"	"4"	"Single"	"1"	2669
	"2017"	"2017"	"October"	"10"	"Wednesday"	"4"	"Twin"	"2"	96
"Total"	"2017"	"2017"	"October"	"10"	"Wednesday"	"4"			2765
	"2017"	"2017"	"October"	"10"	"Thursday"	"5"	"Single"	"1"	2680
	"2017"	"2017"	"October"	"10"	"Thursday"	"5"	"Twin"	"2"	88
	"2017"	"2017"	"October"	"10"	"Thursday"	"5"	"Triplet"	"3"	12
"Total"	"2017"	"2017"	"October"	"10"	"Thursday"	"5"			2780
	"2017"	"2017"	"October"	"10"	"Friday"	"6"	"Single"	"1"	2656
	"2017"	"2017"	"October"	"10"	"Friday"	"6"	"Twin"	"2"	92
"Total"	"2017"	"2017"	"October"	"10"	"Friday"	"6"			2752
	"2017"	"2017"	"October"	"10"	"Saturday"	"7"	"Single"	"1"	2067
	"2017"	"2017"	"October"	"10"	"Saturday"	"7"	"Twin"	"2"	86
"Total"	"2017"	"2017"	"October"	"10"	"Saturday"	"7"			2153
"Total"	"2017"	"2017"	"October"	"10"					19657
	"2017"	"2017"	"November"	"11"	"Sunday"	"1"	"Single"	"1"	1854
	"2017"	"2017"	"November"	"11"	"Sunday"	"1"	"Twin"	"2"	59
"Total"	"2017"	"2017"	"November"	"11"	"Sunday"	"1"			1913
	"2017"	"2017"	"November"	"11"	"Monday"	"2"	"Single"	"1"	2541
	"2017"	"2017"	"November"	"11"	"Monday"	"2"	"Twin"	"2"	106
"Total"	"2017"	"2017"	"November"	"11"	"Monday"	"2"			2651
	"2017"	"2017"	"November"	"11"	"Tuesday"	"3"	"Single"	"1"	2751
	"2017"	"2017"	"November"	"11"	"Tuesday"	"3"	"Twin"	"2"	94
"Total"	"2017"	"2017"	"November"	"11"	"Tuesday"	"3"			2851
	"2017"	"2017"	"November"	"11"	"Wednesday"	"4"	"Single"	"1"	3322
	"2017"	"2017"	"November"	"11"	"Wednesday"	"4"	"Twin"	"2"	129
"Total"	"2017"	"2017"	"November"	"11"	"Wednesday"	"4"			3464
	"2017"	"2017"	"November"	"11"	"Thursday"	"5"	"Single"	"1"	3180
	"2017"	"2017"	"November"	"11"	"Thursday"	"5"	"Twin"	"2"	117
"Total"	"2017"	"2017"	"November"	"11"	"Thursday"	"5"			3297
	"2017"	"2017"	"November"	"11"	"Friday"	"6"	"Single"	"1"	2575
	"2017"	"2017"	"November"	"11"	"Friday"	"6"	"Twin"	"2"	100
"Total"	"2017"	"2017"	"November"	"11"	"Friday"	"6"			2675
	"2017"	"2017"	"November"	"11"	"Saturday"	"7"	"Single"	"1"	2069
	"2017"	"2017"	"November"	"11"	"Saturday"	"7"	"Twin"	"2"	55
"Total"	"2017"	"2017"	"November"	"11"	"Saturday"	"7"			2130
"Total"	"2017"	"2017"	"November"	"11"					18981
	"2017"	"2017"	"December"	"12"	"Sunday"	"1"	"Single"	"1"	2159
	"2017"	"2017"	"December"	"12"	"Sunday"	"1"	"Twin"	"2"	43
"Total"	"2017"	"2017"	"December"	"12"	"Sunday"	"1"			2208
	"2017"	"2017"	"December"	"12"	"Monday"	"2"	"Single"	"1"	2210
	"2017"	"2017"	"December"	"12"	"Monday"	"2"	"Twin"	"2"	66
"Total"	"2017"	"2017"	"December"	"12"	"Monday"	"2"			2279
	"2017"	"2017"	"December"	"12"	"Tuesday"	"3"	"Single"	"1"	2570
	"2017"	"2017"	"December"	"12"	"Tuesday"	"3"	"Twin"	"2"	99
"Total"	"2017"	"2017"	"December"	"12"	"Tuesday"	"3"			2672
	"2017"	"2017"	"December"	"12"	"Wednesday"	"4"	"Single"	"1"	2671
	"2017"	"2017"	"December"	"12"	"Wednesday"	"4"	"Twin"	"2"	102
"Total"	"2017"	"2017"	"December"	"12"	"Wednesday"	"4"			2773
	"2017"	"2017"	"December"	"12"	"Thursday"	"5"	"Single"	"1"	2653
	"2017"	"2017"	"December"	"12"	"Thursday"	"5"	"Twin"	"2"	103
	"2017"	"2017"	"December"	"12"	"Thursday"	"5"	"Triplet"	"3"	14
"Total"	"2017"	"2017"	"December"	"12"	"Thursday"	"5"			2770
	"2017"	"2017"	"December"	"12"	"Friday"	"6"	"Single"	"1"	3264
	"2017"	"2017"	"December"	"12"	"Friday"	"6"	"Twin"	"2"	121
"Total"	"2017"	"2017"	"December"	"12"	"Friday"	"6"			3394
	"2017"	"2017"	"December"	"12"	"Saturday"	"7"	"Single"	"1"	2468
	"2017"	"2017"	"December"	"12"	"Saturday"	"7"	"Twin"	"2"	61
"Total"	"2017"	"2017"	"December"	"12"	"Saturday"	"7"			2529
"Total"	"2017"	"2017"	"December"	"12"					18625
"Total"	"2017"	"2017"							229737
	"2018"	"2018"	"January"	"1"	"Sunday"	"1"	"Single"	"1"	1805
	"2018"	"2018"	"January"	"1"	"Sunday"	"1"	"Twin"	"2"	48
"Total"	"2018"	"2018"	"January"	"1"	"Sunday"	"1"			1856
	"2018"	"2018"	"January"	"1"	"Monday"	"2"	"Single"	"1"	2735
	"2018"	"2018"	"January"	"1"	"Monday"	"2"	"Twin"	"2"	95
"Total"	"2018"	"2018"	"January"	"1"	"Monday"	"2"			2836
	"2018"	"2018"	"January"	"1"	"Tuesday"	"3"	"Single"	"1"	3228
	"2018"	"2018"	"January"	"1"	"Tuesday"	"3"	"Twin"	"2"	127
"Total"	"2018"	"2018"	"January"	"1"	"Tuesday"	"3"			3364
	"2018"	"2018"	"January"	"1"	"Wednesday"	"4"	"Single"	"1"	3231
	"2018"	"2018"	"January"	"1"	"Wednesday"	"4"	"Twin"	"2"	159
"Total"	"2018"	"2018"	"January"	"1"	"Wednesday"	"4"			3393
	"2018"	"2018"	"January"	"1"	"Thursday"	"5"	"Single"	"1"	2642
	"2018"	"2018"	"January"	"1"	"Thursday"	"5"	"Twin"	"2"	117
"Total"	"2018"	"2018"	"January"	"1"	"Thursday"	"5"			2765
	"2018"	"2018"	"January"	"1"	"Friday"	"6"	"Single"	"1"	2594
	"2018"	"2018"	"January"	"1"	"Friday"	"6"	"Twin"	"2"	109
"Total"	"2018"	"2018"	"January"	"1"	"Friday"	"6"			2706
	"2018"	"2018"	"January"	"1"	"Saturday"	"7"	"Single"	"1"	2077
	"2018"	"2018"	"January"	"1"	"Saturday"	"7"	"Twin"	"2"	59
"Total"	"2018"	"2018"	"January"	"1"	"Saturday"	"7"			2136
"Total"	"2018"	"2018"	"January"	"1"					19056
	"2018"	"2018"	"February"	"2"	"Sunday"	"1"	"Single"	"1"	1748
	"2018"	"2018"	"February"	"2"	"Sunday"	"1"	"Twin"	"2"	44
"Total"	"2018"	"2018"	"February"	"2"	"Sunday"	"1"			1792
	"2018"	"2018"	"February"	"2"	"Monday"	"2"	"Single"	"1"	2345
	"2018"	"2018"	"February"	"2"	"Monday"	"2"	"Twin"	"2"	100
"Total"	"2018"	"2018"	"February"	"2"	"Monday"	"2"			2445
	"2018"	"2018"	"February"	"2"	"Tuesday"	"3"	"Single"	"1"	2560
	"2018"	"2018"	"February"	"2"	"Tuesday"	"3"	"Twin"	"2"	92
"Total"	"2018"	"2018"	"February"	"2"	"Tuesday"	"3"			2655
	"2018"	"2018"	"February"	"2"	"Wednesday"	"4"	"Single"	"1"	2455
	"2018"	"2018"	"February"	"2"	"Wednesday"	"4"	"Twin"	"2"	111
"Total"	"2018"	"2018"	"February"	"2"	"Wednesday"	"4"			2566
	"2018"	"2018"	"February"	"2"	"Thursday"	"5"	"Single"	"1"	2528
	"2018"	"2018"	"February"	"2"	"Thursday"	"5"	"Twin"	"2"	85
"Total"	"2018"	"2018"	"February"	"2"	"Thursday"	"5"			2619
	"2018"	"2018"	"February"	"2"	"Friday"	"6"	"Single"	"1"	2582
	"2018"	"2018"	"February"	"2"	"Friday"	"6"	"Twin"	"2"	117
"Total"	"2018"	"2018"	"February"	"2"	"Friday"	"6"			2705
	"2018"	"2018"	"February"	"2"	"Saturday"	"7"	"Single"	"1"	1907
	"2018"	"2018"	"February"	"2"	"Saturday"	"7"	"Twin"	"2"	55
"Total"	"2018"	"2018"	"February"	"2"	"Saturday"	"7"			1962
"Total"	"2018"	"2018"	"February"	"2"					16744
	"2018"	"2018"	"March"	"3"	"Sunday"	"1"	"Single"	"1"	1722
	"2018"	"2018"	"March"	"3"	"Sunday"	"1"	"Twin"	"2"	33
"Total"	"2018"	"2018"	"March"	"3"	"Sunday"	"1"			1755
	"2018"	"2018"	"March"	"3"	"Monday"	"2"	"Single"	"1"	2376
	"2018"	"2018"	"March"	"3"	"Monday"	"2"	"Twin"	"2"	111
"Total"	"2018"	"2018"	"March"	"3"	"Monday"	"2"			2490
	"2018"	"2018"	"March"	"3"	"Tuesday"	"3"	"Single"	"1"	2600
	"2018"	"2018"	"March"	"3"	"Tuesday"	"3"	"Twin"	"2"	92
"Total"	"2018"	"2018"	"March"	"3"	"Tuesday"	"3"			2692
	"2018"	"2018"	"March"	"3"	"Wednesday"	"4"	"Single"	"1"	2532
	"2018"	"2018"	"March"	"3"	"Wednesday"	"4"	"Twin"	"2"	92
"Total"	"2018"	"2018"	"March"	"3"	"Wednesday"	"4"			2633
	"2018"	"2018"	"March"	"3"	"Thursday"	"5"	"Single"	"1"	3034
	"2018"	"2018"	"March"	"3"	"Thursday"	"5"	"Twin"	"2"	131
"Total"	"2018"	"2018"	"March"	"3"	"Thursday"	"5"			3172
	"2018"	"2018"	"March"	"3"	"Friday"	"6"	"Single"	"1"	3295
	"2018"	"2018"	"March"	"3"	"Friday"	"6"	"Twin"	"2"	133
"Total"	"2018"	"2018"	"March"	"3"	"Friday"	"6"			3428
	"2018"	"2018"	"March"	"3"	"Saturday"	"7"	"Single"	"1"	2460
	"2018"	"2018"	"March"	"3"	"Saturday"	"7"	"Twin"	"2"	73
"Total"	"2018"	"2018"	"March"	"3"	"Saturday"	"7"			2533
"Total"	"2018"	"2018"	"March"	"3"					18703
	"2018"	"2018"	"April"	"4"	"Sunday"	"1"	"Single"	"1"	2116
	"2018"	"2018"	"April"	"4"	"Sunday"	"1"	"Twin"	"2"	60
"Total"	"2018"	"2018"	"April"	"4"	"Sunday"	"1"			2178
	"2018"	"2018"	"April"	"4"	"Monday"	"2"	"Single"	"1"	2965
	"2018"	"2018"	"April"	"4"	"Monday"	"2"	"Twin"	"2"	117
"Total"	"2018"	"2018"	"April"	"4"	"Monday"	"2"			3091
	"2018"	"2018"	"April"	"4"	"Tuesday"	"3"	"Single"	"1"	2633
	"2018"	"2018"	"April"	"4"	"Tuesday"	"3"	"Twin"	"2"	93
	"2018"	"2018"	"April"	"4"	"Tuesday"	"3"	"Triplet"	"3"	10
"Total"	"2018"	"2018"	"April"	"4"	"Tuesday"	"3"			2736
	"2018"	"2018"	"April"	"4"	"Wednesday"	"4"	"Single"	"1"	2592
	"2018"	"2018"	"April"	"4"	"Wednesday"	"4"	"Twin"	"2"	91
"Total"	"2018"	"2018"	"April"	"4"	"Wednesday"	"4"			2686
	"2018"	"2018"	"April"	"4"	"Thursday"	"5"	"Single"	"1"	2545
	"2018"	"2018"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	122
"Total"	"2018"	"2018"	"April"	"4"	"Thursday"	"5"			2672
	"2018"	"2018"	"April"	"4"	"Friday"	"6"	"Single"	"1"	2521
	"2018"	"2018"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	101
"Total"	"2018"	"2018"	"April"	"4"	"Friday"	"6"			2628
	"2018"	"2018"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	1967
	"2018"	"2018"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	54
"Total"	"2018"	"2018"	"April"	"4"	"Saturday"	"7"			2021
"Total"	"2018"	"2018"	"April"	"4"					18012
	"2018"	"2018"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	1777
	"2018"	"2018"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	52
"Total"	"2018"	"2018"	"May"	"5"	"Sunday"	"1"			1829
	"2018"	"2018"	"May"	"5"	"Monday"	"2"	"Single"	"1"	2348
	"2018"	"2018"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	93
"Total"	"2018"	"2018"	"May"	"5"	"Monday"	"2"			2444
	"2018"	"2018"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	3319
	"2018"	"2018"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	138
"Total"	"2018"	"2018"	"May"	"5"	"Tuesday"	"3"			3457
	"2018"	"2018"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	3349
	"2018"	"2018"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	113
	"2018"	"2018"	"May"	"5"	"Wednesday"	"4"	"Triplet"	"3"	15
"Total"	"2018"	"2018"	"May"	"5"	"Wednesday"	"4"			3477
	"2018"	"2018"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	3301
	"2018"	"2018"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	151
"Total"	"2018"	"2018"	"May"	"5"	"Thursday"	"5"			3461
	"2018"	"2018"	"May"	"5"	"Friday"	"6"	"Single"	"1"	2732
	"2018"	"2018"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	89
"Total"	"2018"	"2018"	"May"	"5"	"Friday"	"6"			2825
	"2018"	"2018"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	1994
	"2018"	"2018"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	56
"Total"	"2018"	"2018"	"May"	"5"	"Saturday"	"7"			2053
"Total"	"2018"	"2018"	"May"	"5"					19546
	"2018"	"2018"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	1826
	"2018"	"2018"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	63
"Total"	"2018"	"2018"	"June"	"6"	"Sunday"	"1"			1889
	"2018"	"2018"	"June"	"6"	"Monday"	"2"	"Single"	"1"	2585
	"2018"	"2018"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	107
"Total"	"2018"	"2018"	"June"	"6"	"Monday"	"2"			2695
	"2018"	"2018"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	2737
	"2018"	"2018"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	109
"Total"	"2018"	"2018"	"June"	"6"	"Tuesday"	"3"			2853
	"2018"	"2018"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	2690
	"2018"	"2018"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	93
"Total"	"2018"	"2018"	"June"	"6"	"Wednesday"	"4"			2783
	"2018"	"2018"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	2729
	"2018"	"2018"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	110
"Total"	"2018"	"2018"	"June"	"6"	"Thursday"	"5"			2842
	"2018"	"2018"	"June"	"6"	"Friday"	"6"	"Single"	"1"	3518
	"2018"	"2018"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	149
"Total"	"2018"	"2018"	"June"	"6"	"Friday"	"6"			3670
	"2018"	"2018"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2564
	"2018"	"2018"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	58
"Total"	"2018"	"2018"	"June"	"6"	"Saturday"	"7"			2623
"Total"	"2018"	"2018"	"June"	"6"					19355
	"2018"	"2018"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	2321
	"2018"	"2018"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	59
"Total"	"2018"	"2018"	"July"	"7"	"Sunday"	"1"			2380
	"2018"	"2018"	"July"	"7"	"Monday"	"2"	"Single"	"1"	3143
	"2018"	"2018"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	135
"Total"	"2018"	"2018"	"July"	"7"	"Monday"	"2"			3278
	"2018"	"2018"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	3432
	"2018"	"2018"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	127
"Total"	"2018"	"2018"	"July"	"7"	"Tuesday"	"3"			3565
	"2018"	"2018"	"July"	"7"	"Wednesday"	"4"	"Single"	"1"	2618
	"2018"	"2018"	"July"	"7"	"Wednesday"	"4"	"Twin"	"2"	99
"Total"	"2018"	"2018"	"July"	"7"	"Wednesday"	"4"			2717
	"2018"	"2018"	"July"	"7"	"Thursday"	"5"	"Single"	"1"	2687
	"2018"	"2018"	"July"	"7"	"Thursday"	"5"	"Twin"	"2"	99
"Total"	"2018"	"2018"	"July"	"7"	"Thursday"	"5"			2789
	"2018"	"2018"	"July"	"7"	"Friday"	"6"	"Single"	"1"	2752
	"2018"	"2018"	"July"	"7"	"Friday"	"6"	"Twin"	"2"	103
"Total"	"2018"	"2018"	"July"	"7"	"Friday"	"6"			2861
	"2018"	"2018"	"July"	"7"	"Saturday"	"7"	"Single"	"1"	2018
	"2018"	"2018"	"July"	"7"	"Saturday"	"7"	"Twin"	"2"	48
"Total"	"2018"	"2018"	"July"	"7"	"Saturday"	"7"			2066
"Total"	"2018"	"2018"	"July"	"7"					19656
	"2018"	"2018"	"August"	"8"	"Sunday"	"1"	"Single"	"1"	1907
	"2018"	"2018"	"August"	"8"	"Sunday"	"1"	"Twin"	"2"	56
"Total"	"2018"	"2018"	"August"	"8"	"Sunday"	"1"			1963
	"2018"	"2018"	"August"	"8"	"Monday"	"2"	"Single"	"1"	2475
	"2018"	"2018"	"August"	"8"	"Monday"	"2"	"Twin"	"2"	120
"Total"	"2018"	"2018"	"August"	"8"	"Monday"	"2"			2598
	"2018"	"2018"	"August"	"8"	"Tuesday"	"3"	"Single"	"1"	2769
